online_order,book_table,location,approx_cost,category,city,status,stacked_cuisines,stacked_rest_type
No,Yes,Church Street,1000.0,Dine-out,Brigade Road,1,Mangalorean,Casual Dining
Yes,No,Banashankari,600.0,Delivery,Banashankari,0,Chinese,Casual Dining
Yes,No,Jayanagar,800.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
No,No,Lavelle Road,1200.0,Cafes,Brigade Road,1,Cafe,Quick Bites
Yes,No,JP Nagar,500.0,Delivery,Basavanagudi,1,North Indian,Delivery
Yes,No,Jayanagar,700.0,Dine-out,Basavanagudi,0,Mangalorean,Casual Dining
No,No,Basavanagudi,550.0,Dine-out,Basavanagudi,1,Fast Food,Casual Dining
No,No,Bellandur,1000.0,Dine-out,Bellandur,0,North Indian,Casual Dining
No,No,Banashankari,300.0,Dine-out,Basavanagudi,0,Fast Food,Quick Bites
No,No,JP Nagar,1200.0,Delivery,Bannerghatta Road,1,South Indian,Casual Dining
Yes,No,Old Airport Road,800.0,Delivery,Brigade Road,1,Andhra,Casual Dining
Yes,Yes,Marathahalli,1500.0,Drinks & nightlife,Bellandur,1,North Indian,Casual Dining
Yes,No,Jayanagar,500.0,Delivery,Banashankari,1,Beverages,Dessert Parlor
Yes,Yes,Brigade Road,700.0,Dine-out,Brigade Road,1,Seafood,Casual Dining
No,Yes,Banashankari,1300.0,Drinks & nightlife,Banashankari,1,Finger Food,Lounge
No,Yes,MG Road,1500.0,Dine-out,Brigade Road,1,Chinese,Pub
Yes,Yes,Bannerghatta Road,1700.0,Drinks & nightlife,Bannerghatta Road,1,American,Lounge
Yes,No,Banashankari,800.0,Buffet,Banashankari,1,Thai,Casual Dining
Yes,No,Bellandur,400.0,Desserts,Bellandur,1,Ice Cream,Dessert Parlor
Yes,No,Banashankari,800.0,Dine-out,Banashankari,1,Continental,Cafe
No,No,Bellandur,600.0,Dine-out,Bellandur,1,Healthy Food,Casual Dining
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Burger,Cafe
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Biryani,Casual Dining
Yes,Yes,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,1,Beverages,Cafe
No,No,Church Street,900.0,Dine-out,Brigade Road,1,Beverages,Cafe
Yes,No,Jayanagar,450.0,Delivery,Basavanagudi,0,American,Cafe
Yes,Yes,Church Street,750.0,Dine-out,Brigade Road,1,Continental,Cafe
No,No,MG Road,3000.0,Buffet,Brigade Road,1,Thai,Fine Dining
Yes,Yes,Sarjapur Road,700.0,Dine-out,Bellandur,1,Seafood,Casual Dining
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,Modern Indian,Casual Dining
Yes,Yes,Bellandur,1000.0,Drinks & nightlife,Bellandur,1,North Indian,Casual Dining
Yes,No,JP Nagar,700.0,Dine-out,Bannerghatta Road,1,Chinese,Casual Dining
No,Yes,Sarjapur Road,1500.0,Dine-out,Bellandur,1,Finger Food,Microbrewery
Yes,Yes,JP Nagar,1200.0,Dine-out,Bannerghatta Road,1,Chinese,Bar
Yes,No,Bannerghatta Road,450.0,Dine-out,Bannerghatta Road,1,Cafe,Cafe
No,Yes,JP Nagar,1200.0,Dine-out,Bannerghatta Road,1,Italian,Casual Dining
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,1,Momos,Quick Bites
Yes,Yes,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Cafe,Cafe
Yes,No,Indiranagar,500.0,Delivery,Brigade Road,1,Cafe,Cafe
Yes,No,MG Road,900.0,Cafes,Brigade Road,1,Cafe,Cafe
Yes,No,Jayanagar,700.0,Delivery,Banashankari,0,Chinese,Casual Dining
No,Yes,Brigade Road,1100.0,Dine-out,Brigade Road,1,Chinese,Casual Dining
Yes,No,Residency Road,400.0,Delivery,Brigade Road,1,Ice Cream,Dessert Parlor
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,1,Healthy Food,Quick Bites
Yes,No,Church Street,500.0,Delivery,Brigade Road,1,Tea,Cafe
Yes,Yes,St. Marks Road,1700.0,Dine-out,Brigade Road,1,Malaysian,Bar
No,Yes,Bellandur,1600.0,Drinks & nightlife,Bellandur,1,Mexican,Bar
Yes,No,JP Nagar,400.0,Delivery,Basavanagudi,1,Thai,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Pubs and bars,Bellandur,1,Asian,Casual Dining
No,No,Banashankari,1200.0,Dine-out,Banashankari,1,Mexican,Pub
Yes,Yes,JP Nagar,1300.0,Drinks & nightlife,Bannerghatta Road,1,Chinese,Bar
Yes,Yes,Indiranagar,1200.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Banashankari,500.0,Delivery,Banashankari,0,Cafe,Cafe
Yes,No,Bannerghatta Road,200.0,Delivery,Bannerghatta Road,1,Pizza,Quick Bites
No,No,Bannerghatta Road,700.0,Dine-out,Bannerghatta Road,1,Cafe,Cafe
Yes,No,Jayanagar,200.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
Yes,No,Bellandur,500.0,Delivery,Bellandur,0,Chinese,Quick Bites
Yes,No,Bellandur,500.0,Dine-out,Bellandur,0,Chinese,Casual Dining
Yes,No,Cunningham Road,750.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Mithai,Sweet Shop
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,0,Chinese,Casual Dining
Yes,No,HSR,250.0,Delivery,Bellandur,1,Tea,Quick Bites
Yes,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,0,Cafe,Cafe
Yes,Yes,Jayanagar,700.0,Dine-out,Basavanagudi,1,Biryani,Casual Dining
No,No,Richmond Road,1000.0,Delivery,Brigade Road,0,North Indian,Cafe
No,Yes,Lavelle Road,2500.0,Dine-out,Brigade Road,1,Continental,Lounge
Yes,No,Banashankari,800.0,Buffet,Banashankari,1,Thai,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Dine-out,Bellandur,1,Continental,Casual Dining
Yes,No,Jayanagar,700.0,Delivery,Banashankari,0,North Indian,Casual Dining
Yes,No,BTM,500.0,Delivery,Bannerghatta Road,1,Bakery,Cafe
Yes,No,Jayanagar,750.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,No,Jayanagar,200.0,Dine-out,Basavanagudi,1,North Indian,Quick Bites
No,Yes,Ulsoor,1600.0,Buffet,Brigade Road,1,Mediterranean,Casual Dining
Yes,No,Infantry Road,650.0,Delivery,Brigade Road,0,Italian,Casual Dining
Yes,No,Banashankari,800.0,Dine-out,Banashankari,1,Momos,Cafe
No,No,Residency Road,800.0,Delivery,Brigade Road,1,North Indian,Casual Dining
Yes,No,Jayanagar,800.0,Desserts,Basavanagudi,0,Asian,Casual Dining
No,No,Banashankari,1200.0,Delivery,Basavanagudi,1,Continental,Pub
Yes,Yes,JP Nagar,600.0,Delivery,Basavanagudi,1,Burger,Casual Dining
No,No,Lavelle Road,1400.0,Desserts,Brigade Road,1,Burger,Cafe
No,No,Sarjapur Road,1100.0,Dine-out,Bellandur,1,South Indian,Casual Dining
Yes,Yes,Bellandur,1000.0,Dine-out,Bellandur,1,Salad,Cafe
Yes,No,Richmond Road,700.0,Delivery,Brigade Road,1,BBQ,Cafe
Yes,No,Bellandur,600.0,Delivery,Bellandur,0,Bakery,Quick Bites
Yes,No,Banashankari,800.0,Delivery,Basavanagudi,1,Mexican,Cafe
Yes,No,Infantry Road,650.0,Cafes,Brigade Road,0,Italian,Casual Dining
Yes,No,Ulsoor,500.0,Cafes,Brigade Road,1,Pizza,Cafe
Yes,No,BTM,600.0,Delivery,Bannerghatta Road,0,Biryani,Casual Dining
Yes,No,Banashankari,550.0,Delivery,Basavanagudi,1,Cafe,Cafe
Yes,Yes,Cunningham Road,1100.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Basavanagudi,550.0,Delivery,Basavanagudi,1,South Indian,Casual Dining
Yes,Yes,Indiranagar,1200.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,No,Bellandur,500.0,Delivery,Bellandur,1,North Indian,Delivery
No,No,JP Nagar,950.0,Dine-out,Bannerghatta Road,0,Continental,Casual Dining
Yes,No,Jayanagar,800.0,Dine-out,Basavanagudi,0,Seafood,Casual Dining
No,Yes,Bellandur,1800.0,Dine-out,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Finger Food,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Fast Food,Casual Dining
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Biryani,Cafe
Yes,No,Ulsoor,700.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,No,Bannerghatta Road,450.0,Cafes,Bannerghatta Road,1,Cafe,Cafe
Yes,No,Indiranagar,800.0,Delivery,Brigade Road,1,Juices,Casual Dining
No,No,Brigade Road,500.0,Dine-out,Brigade Road,1,Pizza,Cafe
No,Yes,Residency Road,1000.0,Dine-out,Brigade Road,1,Fast Food,Pub
Yes,Yes,Residency Road,800.0,Delivery,Brigade Road,1,Salad,Cafe
No,Yes,Bellandur,1500.0,Buffet,Bellandur,0,Mediterranean,Lounge
Yes,Yes,JP Nagar,500.0,Dine-out,Bannerghatta Road,1,Healthy Food,Casual Dining
No,No,Banashankari,1200.0,Dine-out,Basavanagudi,1,Italian,Pub
Yes,No,Jayanagar,800.0,Dine-out,Basavanagudi,0,Seafood,Casual Dining
Yes,No,Richmond Road,700.0,Delivery,Brigade Road,1,BBQ,Cafe
Yes,No,Bannerghatta Road,600.0,Delivery,Bannerghatta Road,1,Pizza,Takeaway
No,Yes,Sarjapur Road,1400.0,Pubs and bars,Bellandur,1,North Indian,Microbrewery
Yes,No,Indiranagar,700.0,Delivery,Brigade Road,1,South Indian,Takeaway
Yes,No,Basavanagudi,400.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
Yes,Yes,Cunningham Road,1300.0,Cafes,Brigade Road,1,Continental,Pub
Yes,No,BTM,500.0,Delivery,Bannerghatta Road,1,American,Cafe
Yes,No,Commercial Street,350.0,Delivery,Brigade Road,1,Juices,Beverage Shop
Yes,Yes,Jayanagar,1500.0,Buffet,Basavanagudi,1,North Indian,Casual Dining
Yes,Yes,Jayanagar,800.0,Cafes,Basavanagudi,1,Continental,Cafe
Yes,No,Cunningham Road,500.0,Delivery,Brigade Road,1,Bakery,Dessert Parlor
Yes,Yes,Residency Road,800.0,Cafes,Brigade Road,1,Asian,Cafe
No,No,Sarjapur Road,350.0,Desserts,Bellandur,1,Desserts,Dessert Parlor
No,No,Bannerghatta Road,300.0,Delivery,Bannerghatta Road,0,North Indian,Food Court
No,No,Basavanagudi,1100.0,Dine-out,Banashankari,0,North Indian,Pub
Yes,Yes,Lavelle Road,1700.0,Delivery,Brigade Road,1,Continental,Microbrewery
Yes,Yes,Bellandur,1400.0,Delivery,Bellandur,1,Continental,Bar
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Continental,Delivery
Yes,No,Banashankari,700.0,Dine-out,Banashankari,1,Chinese,Cafe
Yes,No,Bannerghatta Road,250.0,Delivery,Bannerghatta Road,0,Fast Food,Quick Bites
Yes,Yes,Bellandur,1400.0,Delivery,Bellandur,1,Mexican,Casual Dining
Yes,Yes,Residency Road,800.0,Cafes,Brigade Road,1,Desserts,Casual Dining
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,1,Desserts,Cafe
Yes,No,Jayanagar,400.0,Desserts,Basavanagudi,0,Beverages,Dessert Parlor
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,European,Casual Dining
Yes,No,Jayanagar,700.0,Delivery,Banashankari,1,Cafe,Cafe
Yes,Yes,Jayanagar,500.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,No,Bellandur,600.0,Delivery,Bellandur,0,Fast Food,Bakery
Yes,No,Bellandur,500.0,Desserts,Bellandur,1,North Indian,Delivery
Yes,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Beverages,Casual Dining
No,Yes,Marathahalli,1500.0,Buffet,Bellandur,1,North Indian,Bar
Yes,Yes,Cunningham Road,1800.0,Delivery,Brigade Road,1,South Indian,Casual Dining
No,Yes,Jayanagar,800.0,Desserts,Basavanagudi,1,Italian,Cafe
Yes,Yes,Banashankari,600.0,Cafes,Banashankari,1,Cafe,Cafe
Yes,No,Banashankari,800.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,Yes,Frazer Town,750.0,Delivery,Brigade Road,1,Beverages,Casual Dining
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,Continental,Cafe
Yes,Yes,Lavelle Road,1600.0,Buffet,Brigade Road,1,Pizza,Casual Dining
Yes,Yes,Bellandur,1400.0,Pubs and bars,Bellandur,1,Mexican,Casual Dining
Yes,Yes,Bellandur,1400.0,Buffet,Bellandur,1,North Indian,Casual Dining
Yes,No,Banashankari,750.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Cunningham Road,750.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Marathahalli,1200.0,Delivery,Bellandur,1,Chinese,Casual Dining
Yes,No,JP Nagar,400.0,Cafes,Bannerghatta Road,0,Beverages,Cafe
No,Yes,Sarjapur Road,1500.0,Delivery,Bellandur,1,Pizza,Microbrewery
No,No,Banashankari,1200.0,Dine-out,Banashankari,1,Chinese,Pub
Yes,Yes,HSR,1100.0,Delivery,Bellandur,1,Continental,Bar
Yes,Yes,Sarjapur Road,1200.0,Drinks & nightlife,Bellandur,1,South Indian,Pub
Yes,No,Jayanagar,200.0,Delivery,Banashankari,1,Beverages,Quick Bites
Yes,No,Basavanagudi,400.0,Dine-out,Basavanagudi,1,Fast Food,Quick Bites
No,No,Church Street,1100.0,Dine-out,Brigade Road,1,Burger,Pub
Yes,Yes,Banashankari,800.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,Yes,Bannerghatta Road,1200.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
No,No,Richmond Road,550.0,Delivery,Brigade Road,1,North Indian,Casual Dining
Yes,No,Richmond Road,700.0,Desserts,Brigade Road,1,Continental,Cafe
Yes,No,Sarjapur Road,1500.0,Dine-out,Bellandur,1,American,Bar
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,BBQ,Casual Dining
Yes,No,Bannerghatta Road,1100.0,Dine-out,Bannerghatta Road,1,Chinese,Food Court
Yes,No,Bannerghatta Road,700.0,Dine-out,Bannerghatta Road,1,Chinese,Casual Dining
No,No,Basavanagudi,650.0,Dine-out,Banashankari,1,Continental,Casual Dining
No,No,Banashankari,350.0,Delivery,Basavanagudi,1,South Indian,Quick Bites
No,Yes,Basavanagudi,1000.0,Dine-out,Basavanagudi,1,Asian,Casual Dining
Yes,No,BTM,250.0,Delivery,Bannerghatta Road,0,Street Food,Dessert Parlor
Yes,No,Jayanagar,200.0,Delivery,Basavanagudi,1,Desserts,Quick Bites
Yes,No,Jayanagar,300.0,Desserts,Basavanagudi,1,Desserts,Dessert Parlor
Yes,Yes,Church Street,1700.0,Dine-out,Brigade Road,1,Momos,Bar
Yes,No,Sarjapur Road,800.0,Dine-out,Bellandur,1,Pizza,Cafe
Yes,Yes,Jayanagar,1200.0,Delivery,Basavanagudi,1,Pizza,Casual Dining
Yes,No,Indiranagar,150.0,Delivery,Brigade Road,1,Mithai,Quick Bites
Yes,No,Marathahalli,400.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Marathahalli,750.0,Delivery,Bellandur,1,Chinese,Casual Dining
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,1,Fast Food,Quick Bites
No,No,Church Street,900.0,Dine-out,Brigade Road,1,Beverages,Cafe
Yes,No,Indiranagar,150.0,Delivery,Brigade Road,1,Mithai,Sweet Shop
Yes,Yes,BTM,1500.0,Dine-out,Bannerghatta Road,1,Finger Food,Bar
Yes,No,HSR,200.0,Delivery,Bellandur,1,Juices,Quick Bites
Yes,No,Basavanagudi,750.0,Dine-out,Basavanagudi,1,Chinese,Casual Dining
No,No,Jayanagar,700.0,Cafes,Basavanagudi,1,Cafe,Cafe
No,Yes,MG Road,1500.0,Dine-out,Brigade Road,1,North Indian,Pub
No,Yes,Residency Road,3400.0,Dine-out,Brigade Road,1,Thai,Fine Dining
Yes,Yes,Banashankari,800.0,Dine-out,Banashankari,1,Japanese,Casual Dining
No,Yes,Bellandur,1500.0,Dine-out,Bellandur,0,North Indian,Lounge
Yes,No,Bellandur,400.0,Desserts,Bellandur,1,Sandwich,Dessert Parlor
Yes,Yes,Jayanagar,650.0,Delivery,Basavanagudi,1,Continental,Cafe
Yes,Yes,St. Marks Road,1700.0,Delivery,Brigade Road,1,Japanese,Bar
Yes,No,Shanti Nagar,400.0,Delivery,Brigade Road,1,Fast Food,Casual Dining
Yes,No,Sarjapur Road,500.0,Desserts,Bellandur,1,Desserts,Dessert Parlor
Yes,Yes,Cunningham Road,1800.0,Buffet,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Shanti Nagar,1200.0,Delivery,Brigade Road,1,Kebab,Casual Dining
No,No,Bannerghatta Road,500.0,Delivery,Bannerghatta Road,1,Biryani,Cafe
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Asian,Casual Dining
Yes,No,Marathahalli,750.0,Dine-out,Bellandur,0,North Indian,Casual Dining
No,Yes,Jayanagar,800.0,Cafes,Basavanagudi,1,Desserts,Cafe
No,No,Church Street,900.0,Dine-out,Brigade Road,1,Salad,Cafe
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,0,North Indian,Casual Dining
Yes,No,HSR,400.0,Delivery,Bellandur,1,Arabian,Quick Bites
No,No,Residency Road,400.0,Desserts,Brigade Road,1,Beverages,Dessert Parlor
Yes,No,Banashankari,350.0,Delivery,Basavanagudi,1,North Indian,Quick Bites
Yes,No,Marathahalli,500.0,Delivery,Bellandur,0,South Indian,Casual Dining
Yes,No,Bellandur,400.0,Delivery,Bellandur,0,Biryani,Quick Bites
Yes,No,Basavanagudi,250.0,Delivery,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Banashankari,650.0,Cafes,Banashankari,1,Cafe,Cafe
Yes,Yes,Bellandur,1800.0,Dine-out,Bellandur,1,BBQ,Bar
Yes,No,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,1,Biryani,Food Court
Yes,No,BTM,250.0,Delivery,Bannerghatta Road,0,Street Food,Quick Bites
Yes,No,Frazer Town,600.0,Delivery,Brigade Road,1,North Indian,Quick Bites
Yes,No,Sarjapur Road,500.0,Desserts,Bellandur,1,Burger,Cafe
Yes,No,Indiranagar,700.0,Delivery,Brigade Road,1,American,Cafe
Yes,Yes,Residency Road,800.0,Delivery,Brigade Road,1,Cafe,Casual Dining
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,0,South Indian,Quick Bites
No,Yes,Richmond Road,1800.0,Buffet,Brigade Road,1,Mediterranean,Casual Dining
No,Yes,Church Street,1000.0,Dine-out,Brigade Road,1,Andhra,Casual Dining
No,No,Bellandur,400.0,Dine-out,Bellandur,0,Chinese,Casual Dining
No,Yes,JP Nagar,1300.0,Drinks & nightlife,Bannerghatta Road,1,Finger Food,Bar
Yes,No,Banashankari,600.0,Delivery,Banashankari,0,Fast Food,Quick Bites
No,No,Bannerghatta Road,300.0,Dine-out,Bannerghatta Road,1,Ice Cream,Dessert Parlor
Yes,No,Frazer Town,500.0,Delivery,Brigade Road,1,Beverages,Dessert Parlor
Yes,No,Jayanagar,600.0,Delivery,Basavanagudi,1,Street Food,Casual Dining
No,Yes,Lavelle Road,3000.0,Dine-out,Brigade Road,1,Asian,Fine Dining
Yes,No,Sarjapur Road,450.0,Delivery,Bellandur,1,Biryani,Delivery
Yes,No,BTM,400.0,Delivery,Bannerghatta Road,0,Chinese,Sweet Shop
No,No,St. Marks Road,1400.0,Buffet,Brigade Road,1,Hyderabadi,Casual Dining
No,No,Residency Road,500.0,Buffet,Brigade Road,1,North Indian,Casual Dining
Yes,Yes,Banashankari,600.0,Delivery,Basavanagudi,1,Pizza,Casual Dining
No,No,Bellandur,550.0,Dine-out,Bellandur,1,European,Cafe
Yes,No,Banashankari,750.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Kumaraswamy Layout,700.0,Delivery,Banashankari,1,Italian,Casual Dining
Yes,Yes,Bellandur,1400.0,Buffet,Bellandur,1,Chinese,Casual Dining
Yes,Yes,BTM,1500.0,Drinks & nightlife,Bannerghatta Road,1,Continental,Bar
Yes,Yes,JP Nagar,1000.0,Dine-out,Bannerghatta Road,1,BBQ,Casual Dining
No,No,JP Nagar,1100.0,Dine-out,Bannerghatta Road,0,Seafood,Casual Dining
Yes,No,Sarjapur Road,500.0,Cafes,Bellandur,1,Burger,Dessert Parlor
No,No,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Chinese,Casual Dining
Yes,No,BTM,600.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
Yes,No,Basavanagudi,400.0,Delivery,Basavanagudi,0,Cafe,Cafe
No,Yes,Jayanagar,1350.0,Drinks & nightlife,Basavanagudi,0,Afghani,Lounge
No,No,Banashankari,300.0,Delivery,Basavanagudi,0,Fast Food,Quick Bites
Yes,No,BTM,700.0,Delivery,Basavanagudi,0,Cafe,Cafe
No,No,St. Marks Road,900.0,Delivery,Brigade Road,1,Cafe,Cafe
No,Yes,Jayanagar,800.0,Cafes,Basavanagudi,1,Cafe,Cafe
Yes,No,Jayanagar,450.0,Delivery,Basavanagudi,0,American,Cafe
Yes,No,Brigade Road,2000.0,Dine-out,Brigade Road,1,Chinese,Quick Bites
Yes,Yes,St. Marks Road,1700.0,Delivery,Brigade Road,1,Asian,Casual Dining
Yes,Yes,BTM,1500.0,Drinks & nightlife,Bannerghatta Road,1,Continental,Bar
Yes,Yes,MG Road,1600.0,Delivery,Brigade Road,1,Italian,Casual Dining
Yes,No,Banashankari,700.0,Dine-out,Basavanagudi,1,Continental,Cafe
Yes,No,Bannerghatta Road,600.0,Delivery,Bannerghatta Road,1,North Indian,Food Court
Yes,Yes,JP Nagar,700.0,Delivery,Bannerghatta Road,1,Italian,Quick Bites
Yes,Yes,Brigade Road,1300.0,Delivery,Brigade Road,1,North Indian,Casual Dining
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,Beverages,Delivery
No,Yes,Bannerghatta Road,800.0,Delivery,Bannerghatta Road,1,North Indian,Bar
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,0,Biryani,Casual Dining
Yes,No,Banashankari,700.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,No,Jayanagar,150.0,Desserts,Basavanagudi,1,Desserts,Beverage Shop
Yes,Yes,Sarjapur Road,1400.0,Drinks & nightlife,Bellandur,1,Continental,Pub
Yes,Yes,Jayanagar,650.0,Cafes,Basavanagudi,1,Italian,Cafe
No,No,Basavanagudi,200.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
Yes,No,Jayanagar,600.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,Yes,Jayanagar,900.0,Dine-out,Basavanagudi,1,Chinese,Casual Dining
Yes,No,JP Nagar,500.0,Delivery,Bannerghatta Road,0,Burger,Quick Bites
Yes,Yes,Banashankari,800.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,No,Bellandur,400.0,Delivery,Bellandur,1,Healthy Food,Cafe
Yes,No,Jayanagar,750.0,Dine-out,Basavanagudi,1,South Indian,Casual Dining
No,Yes,JP Nagar,1000.0,Buffet,Bannerghatta Road,1,Chinese,Casual Dining
No,No,Bannerghatta Road,700.0,Delivery,Bannerghatta Road,1,Cafe,Bakery
Yes,No,BTM,300.0,Delivery,Bannerghatta Road,0,North Indian,Quick Bites
No,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,0,Fast Food,Casual Dining
No,No,Banashankari,300.0,Delivery,Banashankari,0,Momos,Quick Bites
Yes,Yes,Jayanagar,1000.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Jayanagar,500.0,Desserts,Basavanagudi,1,Sandwich,Dessert Parlor
Yes,No,Basavanagudi,800.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
No,Yes,Bellandur,1400.0,Dine-out,Bellandur,1,North Indian,Club
Yes,No,Church Street,650.0,Cafes,Brigade Road,1,American,Cafe
No,No,Bellandur,550.0,Cafes,Bellandur,1,Italian,Cafe
Yes,Yes,Bellandur,1500.0,Dine-out,Bellandur,1,Biryani,Bar
Yes,No,JP Nagar,1000.0,Dine-out,Bannerghatta Road,1,North Indian,Casual Dining
Yes,No,Banashankari,750.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,No,Jayanagar,600.0,Delivery,Banashankari,1,South Indian,Casual Dining
Yes,No,Banashankari,200.0,Delivery,Banashankari,0,North Indian,Quick Bites
No,Yes,Sarjapur Road,1500.0,Buffet,Bellandur,1,North Indian,Casual Dining
Yes,No,Indiranagar,1000.0,Delivery,Brigade Road,1,American,Cafe
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,American,Delivery
Yes,No,Bellandur,400.0,Dine-out,Bellandur,1,Healthy Food,Cafe
Yes,No,Banashankari,500.0,Delivery,Banashankari,1,Fast Food,Quick Bites
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Beverages,Quick Bites
Yes,Yes,Sarjapur Road,1400.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,No,Banashankari,550.0,Delivery,Basavanagudi,1,Momos,Cafe
Yes,No,Brigade Road,800.0,Delivery,Brigade Road,1,Pizza,Casual Dining
No,Yes,Banashankari,850.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,Yes,Lavelle Road,1600.0,Buffet,Brigade Road,1,Pizza,Casual Dining
No,No,Banashankari,300.0,Delivery,Banashankari,0,Rolls,Quick Bites
Yes,No,Banashankari,800.0,Delivery,Banashankari,1,Fast Food,Cafe
Yes,No,Jayanagar,750.0,Delivery,Banashankari,1,North Indian,Casual Dining
No,No,Commercial Street,400.0,Desserts,Brigade Road,1,Mithai,Quick Bites
No,No,Lavelle Road,1500.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
Yes,No,Race Course Road,1500.0,Delivery,Brigade Road,1,North Indian,Bar
Yes,No,Indiranagar,800.0,Delivery,Brigade Road,1,Chinese,Casual Dining
No,Yes,Infantry Road,2500.0,Dine-out,Brigade Road,1,Chinese,Bar
No,Yes,JP Nagar,1400.0,Dine-out,Bannerghatta Road,0,Finger Food,Casual Dining
Yes,Yes,MG Road,1500.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,No,JP Nagar,700.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
Yes,No,BTM,500.0,Dine-out,Bannerghatta Road,0,North Indian,Casual Dining
Yes,No,Bannerghatta Road,400.0,Desserts,Bannerghatta Road,1,Ice Cream,Dessert Parlor
Yes,No,Basavanagudi,300.0,Delivery,Basavanagudi,1,French,Bakery
Yes,No,Basavanagudi,300.0,Desserts,Banashankari,1,Bakery,Bakery
No,No,Jayanagar,450.0,Dine-out,Basavanagudi,1,South Indian,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,Yes,HSR,1200.0,Delivery,Bellandur,1,Pizza,Bar
